-85, -104, 1627
-107, -157, 1674
-117, -219, 1698
-118, -244, 1682
-143, -237, 1601
-233, -251, 1449
-329, -293, 1328
-430, -299, 1170
-532, -276, 1005
-597, -266, 876
-629, -240, 779
-639, -232, 729
-620, -219, 647
-595, -194, 524
-544, -157, 437
-544, -157, 437
-438, -129, 401
-312, -104, 402
-214, -34, 374
-154, 73, 326
-124, 145, 236
-112, 164, 162
-113, 136, 147
-110, 138, 113
-85, 139, 111
-85, 139, 111
-32, 151, 126
32, 138, 173
124, 132, 254
229, 142, 336
229, 142, 336
333, 135, 417
429, 125, 501
534, 118, 644
607, 106, 730
635, 73, 736
635, 73, 736
737, 46, 827
771, 15, 940
725, -20, 992
676, -78, 1071
676, -78, 1071
716, -115, 1253
754, -129, 1518
-,-,-
-60, -58, 1403
-27, -49, 1469
-14, -70, 1535
-14, -70, 1535
12, -68, 1620
23, -78, 1740
-11, -108, 1741
-81, -156, 1679
-171, -208, 1594
-211, -245, 1596
-208, -264, 1575
-250, -288, 1462
-361, -347, 1263
-478, -403, 1068
-548, -454, 940
-587, -466, 836
-587, -431, 710
-569, -362, 586
-549, -288, 465
-540, -223, 336
-540, -223, 336
-537, -192, 234
-507, -147, 189
-448, -114, 180
-366, -45, 161
-318, 32, 121
-266, 108, 79
-197, 145, 47
-105, 152, 111
-23, 162, 163
-23, 162, 163
59, 164, 209
135, 189, 264
182, 179, 303
256, 150, 410
256, 150, 410
340, 123, 527
379, 66, 600
413, 19, 673
466, 7, 733
466, 7, 733
523, -12, 809
634, -3, 946
740, 9, 1081
740, 9, 1081
784, -9, 1144
793, -41, 1092
804, -81, 1312
883, 64, 1233
922, 119, 1327
961, 157, 1406
961, 157, 1406
967, 108, 1540
953, 49, 1624
-,-,-
-60, -101, 1625
-68, -132, 1681
-97, -112, 1584
-136, -96, 1527
-159, -122, 1561
-171, -138, 1566
-193, -157, 1547
-209, -168, 1504
-254, -177, 1429
-265, -160, 1337
-263, -151, 1280
-281, -136, 1192
-327, -141, 1080
-361, -149, 966
-361, -149, 966
-383, -162, 889
-400, -151, 809
-452, -101, 704
-500, -35, 579
-534, -12, 458
-541, -73, 374
-485, -77, 340
-411, -85, 332
-336, -98, 358
-271, -67, 381
-271, -67, 381
-221, -59, 410
-157, -18, 403
-108, 37, 404
-89, 80, 383
-50, 137, 349
-50, 137, 349
3, 220, 298
47, 236, 327
79, 175, 398
122, 118, 433
122, 118, 433
199, 66, 510
307, 19, 634
406, 14, 736
449, 36, 778
449, 36, 778
448, 34, 768
433, 45, 758
499, 39, 873
499, 39, 873
578, 66, 986
584, 59, 985
612, -9, 1288
664, 77, 1199
664, 77, 1199
728, 37, 1356
861, 23, 1621
908, -4, 1842
884, -4, 1892
826, 50, 1952
-,-,-
82, -30, 1207
173, -26, 1272
179, -16, 1302
189, -82, 1421
187, -104, 1498
187, -104, 1498
174, -84, 1511
148, -78, 1536
113, -78, 1583
66, -107, 1639
8, -146, 1626
-85, -187, 1555
-179, -228, 1486
-235, -226, 1427
-278, -240, 1372
-326, -268, 1295
-382, -281, 1178
-418, -263, 1042
-445, -248, 909
-476, -235, 780
-478, -196, 672
-465, -161, 577
-465, -161, 577
-440, -150, 493
-425, -138, 404
-393, -115, 344
-330, -70, 309
-274, -44, 319
-220, 0, 346
-167, 54, 345
-118, 76, 354
-118, 76, 354
-78, 104, 367
-44, 108, 382
-3, 101, 411
28, 105, 396
28, 105, 396
67, 110, 365
131, 130, 383
193, 161, 432
274, 196, 504
274, 196, 626
404, 234, 626
473, 265, 723
497, 261, 816
473, 220, 841
498, 193, 897
498, 193, 897
536, 174, 985
539, 146, 1040
525, 93, 1044
529, 28, 1037
544, -7, 1084
540, -1, 1059
540, -1, 1059
643, 58, 1153
705, 38, 1248
759, 23, 1367
784, -14, 1493
788, 31, 1518
788, 31, 1518
769, 66, 1482
-,-,-
-79, -46, 1356
-73, -88, 1355
-72, -111, 1414
-21, -47, 1399
55, -11, 1524
121, 38, 1675
126, 91, 1723
126, 91, 1723
107, 115, 1703
53, 78, 1657
-25, -7, 1598
-116, -72, 1487
-177, -109, 1383
-234, -156, 1295
-282, -179, 1201
-324, -215, 1111
-356, -203, 1001
-380, -178, 907
-380, -142, 820
-380, -142, 820
-381, -120, 750
-379, -83, 672
-357, -43, 614
-339, -24, 561
-318, -1, 513
-284, 23, 503
-244, 46, 496
-244, 46, 496
-213, 59, 462
-178, 74, 404
-140, 92, 388
-75, 131, 407
5, 174, 456
5, 174, 456
53, 162, 489
47, 165, 424
27, 148, 350
27, 148, 350
90, 151, 382
216, 172, 537
250, 175, 578
224, 165, 531
224, 165, 531
187, 140, 473
230, 146, 498
317, 126, 628
380, 91, 747
424, 76, 837
424, 76, 837
500, 71, 947
593, 55, 1131
620, 49, 1189
620, 49, 1189
611, 32, 1416
594, 141, 1181
601, 117, 1239
658, 143, 1275
712, 119, 1485
779, 144, 1565
-,-,-
-63, -65, 1276
-34, -59, 1278
0, -69, 1326
0, -69, 1326
40, -36, 1360
100, 40, 1407
124, 68, 1481
112, 58, 1532
102, 32, 1626
102, 32, 1626
88, 16, 1692
61, 17, 1727
27, 1, 1740
27, 1, 1740
-11, -38, 1727
-96, -109, 1633
-225, -193, 1466
-348, -281, 1271
-454, -345, 1070
-543, -338, 901
-540, -285, 842
-506, -222, 806
-470, -164, 757
-431, -106, 712
-380, -63, 686
-371, -88, 661
-371, -88, 661
-370, -110, 611
-357, -101, 523
-355, -101, 396
-371, -107, 236
-369, -104, 98
-281, -91, 106
-144, -58, 184
-6, 8, 230
-6, 8, 230
85, 83, 255
143, 121, 301
228, 148, 382
228, 148, 382
308, 169, 447
370, 209, 513
434, 252, 548
488, 274, 625
508, 270, 655
508, 270, 655
493, 253, 647
535, 232, 692
603, 211, 786
640, 180, 871
637, 152, 906
637, 152, 906
651, 141, 951
682, 118, 1022
735, 121, 1088
722, 88, 1202
730, 99, 1163
731, 11, 1253
-,-,-
-59, -88, 1037
-75, -156, 1160
-1, -143, 1223
30, -133, 1227
95, -143, 1415
95, -143, 1415
124, -130, 1543
135, -69, 1575
145, -55, 1623
165, -78, 1716
151, -117, 1808
80, -184, 1817
0, -235, 1782
-89, -285, 1702
-183, -297, 1566
-250, -282, 1417
-283, -258, 1294
-306, -232, 1167
-343, -221, 1046
-361, -197, 954
-361, -197, 954
-347, -152, 891
-355, -145, 818
-370, -177, 750
-376, -174, 673
-379, -153, 581
-331, -97, 539
-264, -47, 505
-243, -2, 431
-249, -1, 374
-229, -8, 335
-229, -8, 335
-184, 4, 325
-123, 28, 355
-39, 81, 389
0, 94, 381
0, 94, 381
5, 64, 349
29, 55, 326
29, 55, 326
120, 79, 373
219, 118, 452
281, 150, 499
281, 150, 499
325, 175, 522
402, 194, 621
453, 211, 698
461, 183, 730
488, 165, 780
488, 165, 780
502, 149, 821
514, 144, 825
493, 92, 808
487, 40, 831
487, 40, 831
504, 1, 921
562, -44, 1054
587, -60, 1182
650, 5, 1263
650, 5, 1263
672, -11, 1360
700, -27, 1486
689, -29, 1561
713, -16, 1612
750, -47, 1705
734, -102, 1718
-,-,-
-83, -114, 1258
-61, -80, 1283
-37, -29, 1314
-46, -20, 1343
-56, -45, 1431
-42, -30, 1528
-22, 3, 1618
-22, 3, 1618
-39, 16, 1702
-77, -2, 1750
-123, -39, 1752
-187, -115, 1722
-249, -165, 1663
-296, -227, 1592
-344, -263, 1472
-402, -283, 1338
-470, -343, 1205
-562, -391, 1017
-604, -393, 835
-583, -334, 697
-564, -263, 585
-555, -202, 486
-555, -202, 486
-537, -191, 429
-512, -162, 364
-476, -101, 295
-416, -54, 276
-339, -10, 252
-263, 43, 241
-210, 80, 200
-140, 95, 187
-140, 95, 187
-71, 81, 173
16, 78, 158
113, 120, 178
198, 186, 260
198, 186, 260
250, 221, 325
257, 246, 348
261, 254, 377
255, 239, 425
292, 209, 518
292, 209, 518
398, 202, 670
495, 204, 814
510, 190, 898
529, 150, 955
538, 132, 949
538, 132, 949
540, 120, 917
601, 101, 961
621, 56, 1094
603, -61, 1275
592, -131, 1454
646, -151, 1544
668, -179, 1655
668, -179, 1655
-,-,-
-175, -109, 1317
-106, -142, 1550
-94, -118, 1628
-90, -85, 1664
-53, -72, 1689
31, -71, 1730
73, -98, 1812
59, -121, 1768
22, -128, 1691
-21, -112, 1615
-21, -112, 1615
-34, -87, 1578
-46, -100, 1536
-70, -130, 1473
-122, -169, 1353
-197, -199, 1217
-277, -224, 1079
-310, -246, 995
-323, -248, 901
-356, -221, 782
-370, -187, 690
-394, -126, 596
-387, -23, 473
-382, 72, 364
-381, 135, 343
-381, 135, 343
-377, 80, 374
-324, -26, 450
-302, -91, 460
-279, -83, 401
-246, -82, 333
-178, -52, 287
-115, -8, 243
-115, -8, 243
-43, 46, 234
66, 100, 301
146, 141, 358
212, 189, 370
212, 189, 370
272, 212, 361
333, 226, 417
465, 297, 548
521, 300, 658
491, 277, 637
491, 277, 637
503, 246, 665
593, 262, 783
654, 279, 904
653, 236, 953
589, 156, 952
589, 156, 952
513, 80, 926
561, 127, 1016
679, 195, 1151
716, 160, 1328
721, 142, 1288
775, 108, 1360
775, 108, 1360
847, 52, 1380
-,-,-
103, 18, 1266
154, 23, 1421
154, 23, 1421
174, 35, 1478
174, 28, 1513
185, -23, 1648
174, -41, 1706
113, -41, 1679
73, -42, 1636
73, -42, 1636
17, -71, 1628
-71, -95, 1555
-141, -117, 1478
-206, -148, 1385
-279, -165, 1246
-332, -186, 1127
-372, -210, 1011
-407, -220, 932
-412, -219, 842
-411, -198, 767
-416, -155, 681
-430, -119, 571
-447, -104, 422
-477, -88, 316
-477, -88, 316
-429, -56, 308
-301, -18, 359
-205, 17, 387
-150, 47, 406
-135, 66, 386
-118, 79, 319
-118, 79, 319
-71, 104, 297
-14, 123, 317
38, 160, 335
105, 199, 393
105, 199, 393
179, 226, 417
238, 237, 452
282, 244, 509
341, 260, 583
409, 286, 648
409, 286, 648
448, 267, 688
478, 272, 731
538, 323, 791
592, 338, 824
620, 329, 842
620, 329, 842
585, 293, 859
572, 225, 899
604, 204, 939
577, 168, 999
555, 133, 1025
555, 133, 1025
588, 67, 1147
601, 17, 1286
619, 56, 1325
590, 5, 1347
656, 18, 1479
656, 18, 1479
-,-,-
59, -39, 1282
59, -39, 1282
55, -36, 1348
45, -43, 1381
28, -56, 1374
29, -64, 1364
29, -64, 1364
22, -64, 1376
6, -39, 1394
-4, -9, 1445
-5, 11, 1495
-5, 11, 1495
-18, 6, 1538
-42, -22, 1546
-77, -55, 1510
-129, -62, 1411
-155, -55, 1346
-157, -57, 1288
-193, -67, 1203
-285, -104, 1035
-380, -166, 876
-380, -166, 876
-468, -226, 742
-485, -244, 684
-465, -222, 646
-455, -184, 576
-456, -141, 504
-454, -81, 435
-392, -34, 429
-332, 9, 439
-274, 70, 452
-274, 70, 452
-179, 142, 462
-110, 208, 431
-73, 270, 407
-56, 285, 375
-60, 228, 346
-50, 174, 347
-50, 174, 347
-22, 109, 406
48, 92, 501
148, 118, 626
220, 124, 711
220, 124, 711
222, 106, 739
251, 111, 752
297, 128, 769
349, 162, 777
417, 211, 825
417, 211, 825
456, 210, 869
474, 189, 920
507, 205, 910
512, 180, 945
513, 167, 1015
513, 167, 1015
530, 139, 1077
526, 100, 1225
513, 119, 1143
571, 137, 1292
621, 115, 1386
661, 87, 1514
683, 79, 1609
683, 79, 1609
688, 81, 1631
-,-,-
12, -19, 1196
96, -5, 1372
96, -5, 1372
130, 39, 1452
145, 77, 1465
110, 39, 1515
75, -11, 1577
75, -11, 1577
40, -60, 1629
-14, -116, 1627
-77, -168, 1606
-117, -186, 1586
-118, -159, 1567
-130, -139, 1499
-210, -178, 1351
-282, -229, 1214
-308, -228, 1143
-301, -188, 1090
-300, -168, 1047
-341, -216, 981
-396, -262, 887
-424, -266, 819
-468, -244, 714
-483, -208, 637
-482, -174, 569
-484, -169, 502
-448, -143, 451
-448, -143, 451
-408, -105, 411
-375, -52, 381
-339, -1, 379
-260, 40, 394
-171, 103, 419
-111, 147, 460
-64, 160, 476
-64, 160, 500
-23, 162, 500
-24, 144, 471
21, 166, 477
86, 185, 506
183, 197, 593
183, 197, 593
214, 195, 626
210, 198, 574
240, 188, 571
385, 189, 732
469, 172, 863
469, 172, 863
501, 188, 903
507, 221, 863
495, 256, 826
515, 283, 842
515, 283, 842
531, 263, 882
547, 238, 923
547, 208, 972
548, 163, 1022
543, 123, 1004
531, 62, 1195
531, 62, 1195
507, 40, 1250
579, -9, 1517
634, -57, 1644
-,-,-
-9, -77, 1261
35, -56, 1285
41, -35, 1423
17, 0, 1456
37, -5, 1586
37, -5, 1586
98, -77, 1793
164, -133, 1939
154, -153, 1927
89, -150, 1779
-10, -157, 1607
-74, -158, 1450
-123, -172, 1320
-161, -168, 1199
-210, -169, 1095
-237, -170, 1004
-287, -143, 926
-379, -115, 817
-379, -115, 817
-449, -138, 701
-499, -170, 657
-490, -208, 670
-434, -228, 707
-388, -163, 655
-311, -77, 595
-245, -2, 579
-215, 53, 549
-197, 68, 497
-170, 60, 459
-170, 60, 459
-138, 66, 444
-90, 114, 441
-54, 141, 442
-4, 170, 423
-4, 170, 423
-11, 192, 383
-2, 225, 358
42, 245, 384
143, 259, 475
143, 259, 475
238, 263, 551
290, 266, 580
365, 292, 631
426, 297, 703
464, 301, 785
464, 301, 785
478, 285, 810
456, 258, 805
475, 224, 858
521, 208, 943
556, 199, 1016
556, 199, 1016
551, 179, 1037
497, 150, 1020
452, 101, 977
468, 39, 1178
525, 56, 1159
563, 29, 1308
563, 29, 1308
547, -16, 1359
569, -14, 1386
562, -10, 1401
-,-,-
33, 43, 1373
33, 43, 1373
90, 27, 1484
115, 9, 1497
129, 21, 1470
129, 21, 1470
141, 4, 1521
138, 16, 1554
130, 8, 1573
112, 6, 1574
112, 6, 1574
82, 0, 1557
46, -14, 1515
17, -34, 1464
-38, -65, 1390
-38, -65, 1390
-98, -94, 1292
-144, -100, 1194
-191, -100, 1111
-221, -112, 1043
-268, -130, 970
-291, -113, 893
-298, -74, 837
-292, -41, 796
-310, -31, 759
-334, -30, 710
-356, -23, 654
-356, -23, 654
-352, -7, 612
-341, 8, 589
-322, 37, 584
-295, 92, 559
-285, 127, 526
-285, 127, 526
-268, 153, 488
-242, 165, 476
-189, 181, 501
-119, 213, 542
-100, 225, 518
-115, 214, 459
-122, 213, 426
-38, 248, 480
-38, 248, 480
63, 281, 553
123, 316, 580
140, 333, 566
174, 321, 586
174, 321, 586
212, 293, 633
267, 293, 682
321, 289, 734
330, 275, 777
336, 251, 772
336, 251, 772
348, 202, 794
401, 159, 860
494, 143, 952
516, 130, 988
458, 82, 937
458, 82, 937
434, 10, 932
465, -44, 1072
535, -51, 1235
566, -65, 1372
594, -6, 1360
594, -6, 1360
610, 15, 1437
665, 33, 1480
-,-,-
67, 36, 1550
77, 78, 1565
77, 78, 1565
96, 114, 1533
79, 87, 1548
37, 59, 1515
23, 33, 1504
23, 33, 1504
-6, 20, 1480
-31, 2, 1469
-59, -3, 1428
-95, -19, 1372
-95, -19, 1372
-145, -30, 1279
-199, -45, 1205
-238, -59, 1121
-276, -74, 1038
-309, -67, 955
-329, -65, 907
-339, -51, 842
-351, 6, 730
-378, 63, 594
-378, 63, 594
-405, 62, 504
-399, -3, 516
-392, -93, 552
-401, -134, 536
-382, -140, 524
-329, -79, 515
-329, -79, 515
-280, 18, 507
-214, 106, 501
-188, 129, 501
-174, 123, 507
-152, 121, 514
-71, 172, 544
43, 215, 632
43, 215, 632
113, 249, 678
137, 274, 641
156, 277, 615
233, 289, 667
233, 289, 667
307, 300, 774
299, 283, 792
230, 213, 757
221, 212, 757
302, 246, 853
302, 246, 853
362, 236, 947
348, 196, 975
287, 143, 948
297, 141, 958
384, 154, 1014
384, 154, 1014
454, 195, 1065
439, 180, 1064
399, 116, 1009
325, 53, 988
324, 90, 926
443, 138, 1060
443, 138, 1060
549, 202, 1142
600, 159, 1291
616, 117, 1394
602, 43, 1443
-,-,-
101, 101, 1363
132, 109, 1466
111, 47, 1562
88, 31, 1597
88, 31, 1597
40, 13, 1579
5, 32, 1533
-39, 31, 1486
-39, 31, 1486
-73, 19, 1447
-109, 5, 1383
-148, 0, 1309
-198, 15, 1227
-244, 7, 1170
-244, 7, 1170
-279, -7, 1103
-300, -22, 1061
-335, 4, 974
-386, 13, 873
-415, -15, 807
-430, -8, 724
-430, -8, 724
-456, -5, 595
-497, -62, 481
-505, -75, 372
-465, -81, 364
-366, 3, 378
-366, 3, 414
-246, 121, 414
-183, 196, 463
-153, 244, 468
-125, 251, 478
-144, 231, 455
-132, 230, 460
-84, 237, 524
-84, 237, 524
-63, 217, 501
-89, 145, 451
-77, 122, 437
73, 181, 571
212, 206, 734
212, 206, 734
278, 239, 776
297, 250, 762
298, 223, 762
306, 191, 782
306, 191, 782
298, 170, 795
325, 198, 826
408, 225, 914
423, 222, 969
384, 165, 957
384, 165, 957
371, 90, 992
417, 76, 1074
456, 63, 1154
450, 29, 1326
434, 26, 1296
434, 26, 1296
410, 2, 1304
439, 46, 1281
500, 70, 1430
576, 89, 1580
576, 89, 1580
-,-,-
33, 116, 1248
101, 87, 1443
134, 115, 1511
134, 115, 1511
144, 164, 1567
149, 179, 1627
138, 161, 1683
125, 100, 1723
